gene_id	Description	Adipose_Subcutaneous	Adipose_Visceral_Omentum	Adrenal_Gland	Artery_Aorta	Artery_Coronary	Artery_Tibial	Bladder	Brain_Amygdala	Brain_Anterior_cingulate_cortex_BA24	Brain_Caudate_basal_ganglia	Brain_Cerebellar_Hemisphere	Brain_Cerebellum	Brain_Cortex	Brain_Frontal_Cortex_BA9	Brain_Hippocampus	Brain_Hypothalamus	Brain_Nucleus_accumbens_basal_ganglia	Brain_Putamen_basal_ganglia	Brain_Spinal_cord_cervical_c-1	Brain_Substantia_nigra	Breast_Mammary_Tissue	Cells_Cultured_fibroblasts	Cells_EBV-transformed_lymphocytes	Cervix_Ectocervix	Cervix_Endocervix	Colon_Sigmoid	Colon_Transverse	Colon_Transverse_Mixed_Cell	Colon_Transverse_Mucosa	Colon_Transverse_Muscularis	Esophagus_Gastroesophageal_Junction	Esophagus_Mucosa	Esophagus_Muscularis	Fallopian_Tube	Heart_Atrial_Appendage	Heart_Left_Ventricle	Kidney_Cortex	Kidney_Medulla	Liver	Liver_Hepatocyte	Liver_Mixed_Cell	Liver_Portal_Tract	Lung	Minor_Salivary_Gland	TPM	Nerve_Tibial	Ovary	Pancreas	Pancreas_Acini	Pancreas_Islets	Pancreas_Mixed_Cell	Pituitary	Prostate	Skin_Not_Sun_Exposed_Suprapubic	Skin_Sun_Exposed_Lower_leg	Small_Intestine_Terminal_Ileum	Small_Intestine_Terminal_Ileum_Lymphode_Aggregate	Small_Intestine_Terminal_Ileum_Mixed_Cell	Spleen	Stomach	Stomach_Mixed_Cell	Stomach_Mucosa	Stomach_Muscularis	Testis	Thyroid	Uterus	Vagina	Whole_Blood	gene_base	pct
ENSG00000132622.11	HSPA12B	46.3285	38.9218	5.58517	5.2984	13.9501	6.7656	15.2325	3.37035	4.28828	5.1736	2.6905	4.85746	7.72867	5.78347	4.23958	4.34494	4.13027	5.51841	4.99262	5.74495	45.3937	0.712116	0.144908	26.6566	41.1008	12.4056	8.7418	6.33637	1.90254	9.58631	20.6979	5.2739	19.8704	28.4321	8.01233	15.322	8.37594	21.8389	1.19482	0.624222	1.04972	8.54273	44.1961	8.24927	5.36904	25.8533	18.7329	1.76754	1.13679	3.00578	2.10306	5.69825	9.88157	10.13	14.1098	9.19946	3.50741	8.43474	46.7706	6.00693	4.88332	2.04042	10.6049	13.4459	23.238	35.4876	22.6343	0.20583	ENSG00000132622	0.8739857367912862
ENSG00000101220.18	C20orf27	72.7741	62.665	25.4408	26.5439	38.1947	24.8782	101.789	30.3153	41.0648	197.969	25.0427	31.7524	41.1321	40.5354	28.8241	52.5389	240.628	144.847	25.1512	42.5106	55.6387	82.3041	49.8311	53.9824	75.9619	164.162	53.1433	43.9371	16.5521	99.5264	94.8762	31.7774	93.3252	115.05	13.2705	11.3375	13.8533	35.072	12.6396	12.2283	13.4747	33.1917	34.3792	19.9629	13.336	60.6455	112.063	11.6003	13.9292	18.6446	14.5934	34.0441	36.8852	33.1815	36.4835	37.3694	50.0254	44.4697	64.2398	27.9605	72.3809	14.542	458.22	41.5675	42.6473	74.7947	38.8887	35.5396	ENSG00000101220	0.9257364524926736
ENSG00000101224.18	CDC25B	51.2626	38.7262	19.9835	50.8499	55.3647	55.924	61.4491	17.7401	21.5286	29.7791	145.446	156.228	33.4252	27.8119	18.2677	27.3989	35.7708	25.6019	20.3699	20.2448	42.9181	88.6459	54.0836	71.7165	76.2496	63.0659	47.8467	37.727	33.0427	92.5818	73.7051	33.0028	65.8109	76.1905	12.4105	7.5259	25.695	34.7764	14.827	22.9692	18.6865	62.8425	145.367	23.7177	6.86804	81.2935	74.5288	7.259	8.67912	27.1572	8.80126	81.4812	47.254	30.4851	31.0698	65.424	145.948	68.8466	92.3618	27.4661	30.0193	13.7833	94.6532	26.1438	88.0865	97.6302	59.5346	28.2007	ENSG00000101224	0.8886046787390104
ENSG00000125843.11	AP5S1	4.58347	4.00133	7.11416	3.94457	4.40566	3.26348	4.39051	3.14571	3.88265	4.13318	5.30047	5.43464	4.75024	4.9022	3.24785	3.91727	4.72151	3.55107	3.6392	2.89185	4.74776	10.4686	5.84618	4.91072	5.7854	4.00594	4.15598	4.65474	4.43786	3.72635	4.48176	4.55691	4.50391	5.12609	3.37693	3.15106	3.56839	5.26192	4.04579	4.92864	4.15	6.20417	5.2492	5.39964	4.45946	5.29847	5.6875	2.26018	2.21151	4.64127	2.09166	6.54854	6.24612	4.00709	4.16194	4.59521	4.85354	4.14484	6.71849	3.86159	3.63236	3.19125	4.43417	10.4803	9.70369	6.14112	4.58769	1.76632	ENSG00000125843	0.8633476191282842
ENSG00000125779.24	PANK2	9.60625	8.77526	9.19378	13.9867	12.1092	13.2218	9.93475	4.975	6.90264	5.3188	18.1427	15.7432	8.08917	9.81116	5.06002	6.04498	6.24712	4.2322	4.57769	4.5549	8.95637	14.8454	17.0479	11.595	11.9855	9.6073	7.25638	6.9253	5.10825	7.79988	9.78784	11.9738	9.66906	11.2931	3.28073	2.39932	4.06461	11.8679	3.13998	3.49307	4.10885	9.72566	11.513	7.97525	3.63387	13.4981	10.3577	2.7814	2.4131	5.15961	2.97652	9.17614	9.63286	7.20368	7.36216	8.65277	12.4252	9.46678	12.4781	5.78447	6.10008	3.82697	7.67973	14.3047	11.2522	11.6012	11.2809	8.48805	ENSG00000125779	0.8513373875628886
ENSG00000101236.17	RNF24	8.08028	9.17796	6.24656	27.4416	13.0364	12.6401	7.0466	5.69232	7.7922	5.30396	5.79297	6.71957	9.88996	9.8154	5.94266	5.66812	7.04832	3.81806	4.18873	4.28432	7.93862	31.3681	7.61215	6.62589	7.16873	4.15582	2.98431	1.93892	1.23738	2.49512	6.11642	6.32733	6.14104	5.36932	3.38283	1.55862	2.87198	9.41123	0.803136	0.452006	0.671514	5.38463	17.9141	7.21854	0.678661	13.9947	6.13601	1.5143	0.691667	1.07099	1.03729	5.24074	7.71697	9.71117	10.0567	3.50432	2.55077	2.66507	11.0455	3.2915	2.1893	1.19025	4.62352	5.80996	9.59695	6.55089	6.92002	52.3404	ENSG00000101236	0.7655040401131571
ENSG00000088826.18	SMOX	5.76675	10.1754	4.18699	15.6261	10.3156	6.95728	8.00152	46.322	38.0346	38.137	26.4148	32.6588	40.6017	35.4938	31.5108	31.9493	37.2329	36.3105	40.5834	45.4423	7.83281	18.9104	0.37628	24.8413	28.8057	8.09666	4.9507	3.22656	2.10714	4.54798	6.32196	6.67478	6.03219	14.3108	4.8805	1.92741	5.54817	6.04879	1.92687	1.37828	1.70737	18.1566	8.07148	10.9873	2.50187	42.1985	21.2418	5.26006	3.99658	1.29526	4.26931	16.2776	18.5718	13.8364	13.9245	6.62206	4.44704	6.99708	8.56226	18.1932	24.2195	27.4594	7.12596	14.4786	12.0739	17.6763	18.6182	14.3217	ENSG00000088826	0.832364948418681
ENSG00000171873.8	ADRA1D	1.87806	1.39812	0.430476	10.6275	0.920381	1.8616	4.26551	1.073	1.83827	1.05155	0.141661	0.180446	2.69542	2.78886	3.17942	0.990656	0.676601	0.933708	0.212912	0.185459	1.28401	0.145141	0.062973	6.82341	13.2132	2.75872	1.05983	0.552204	0.028558	1.72526	1.33233	0.336264	0.79319	5.08849	0.068432	0.131251	0.186525	0.203226	0.0390965	0.044368	0.028544	0.388738	4.55791	0.387389	0.33445	7.87215	0.544415	0.156197	0.10128	0.042489	0.087095	0.069207	4.27796	0.417571	0.640674	0.235367	0.051079	0.217153	2.23421	0.502388	0.960236	0.04271	6.54276	1.56377	1.56193	4.54319	4.48125	0.009734	ENSG00000171873	0.7264580827672658
ENSG00000101265.16	RASSF2	16.4536	16.783	11.0353	16.7062	24.6576	7.41675	10.1761	59.5272	33.3877	37.6419	38.9433	45.8841	29.3659	33.5259	73.474	51.2393	29.8251	55.1354	420.79	139.679	9.88718	0.162728	52.6561	11.0348	22.1843	13.4927	10.1042	9.77125	4.61865	12.8843	22.9928	5.05812	28.0343	52.1577	3.8533	1.50374	2.55653	5.48771	2.21981	1.47836	1.99819	31.6187	55.0671	4.78052	0.940392	32.5441	12.712	1.40702	0.795656	1.43775	1.65454	10.1624	11.1324	5.29917	5.52246	23.1299	85.1635	35.3426	68.8552	6.49459	6.18977	2.27034	13.0815	34.5873	10.677	28.8439	9.94792	156.693	ENSG00000101265	0.7826300543763658
ENSG00000089057.15	SLC23A2	19.3024	16.1145	109.984	26.4718	24.498	21.0923	26.2001	23.3385	31.6535	26.4295	52.6248	55.0251	33.009	36.0813	23.7684	29.9558	29.811	23.3305	41.3389	26.2846	18.9571	14.5619	12.3009	20.4169	36.1635	17.3985	12.6201	7.8609	6.29924	13.6138	17.1165	8.75581	14.6324	32.5272	7.64595	3.49433	6.36166	24.0168	33.9899	27.9826	20.2039	33.4288	24.7983	9.59084	2.46728	55.8638	86.5907	6.30403	5.27481	21.0255	5.1145	45.9651	25.4223	13.6279	14.4892	19.4951	50.5077	19.6383	38.8293	12.1055	10.1952	7.95083	13.8201	19.8267	44.0884	33.0379	18.0786	5.7864	ENSG00000089057	0.831636542272966
ENSG00000132646.11	PCNA	48.6563	41.2677	65.8963	54.9483	53.7945	47.4144	52.0725	20.7753	20.5788	23.7761	68.27	55.2798	22.3867	26.7784	20.9129	24.1558	21.8516	22.1955	46.2552	24.2821	52.0946	191.563	518.917	68.4892	64.3883	44.5845	60.0022	79.0724	74.5322	37.9745	42.819	104.337	44.6481	61.2654	20.6584	17.2203	23.9588	46.1099	20.0603	20.0107	29.5624	53.4258	60.1769	57.0738	19.7662	56.7845	63.7025	20.852	19.4951	37.7999	25.7462	46.4836	45.6278	59.113	56.0394	72.9807	112.848	121.005	85.3012	41.6674	43.8131	34.4104	35.8656	127.136	61.1953	65.7623	69.3952	24.7347	ENSG00000132646	0.945064624870835
ENSG00000101290.14	CDS2	18.7715	13.9561	11.6515	41.4475	30.0303	40.3875	19.344	16.8375	22.0628	18.2061	56.383	47.7835	23.3153	28.0874	16.2268	29.8904	20.6794	15.7581	17.1062	21.0424	16.1133	12.8699	15.751	14.2774	20.1426	21.6169	13.3184	11.7619	7.9619	17.5378	28.0219	7.60366	28.8918	20.6494	12.383	11.0182	7.47732	12.1534	5.10077	6.08029	6.83332	13.3509	21.195	9.29993	5.08629	23.1217	16.7889	3.89965	2.96649	20.173	3.49778	28.414	15.4731	8.11785	9.04425	14.6987	18.5016	12.76	15.2396	10.3557	11.4977	7.21591	19.5874	17.6233	18.1944	23.6199	13.1963	14.9257	ENSG00000101290	0.8707333186522792
ENSG00000125772.14	GPCPD1	28.6812	36.1317	23.3529	34.3943	37.2938	33.7899	26.9077	11.9551	12.5446	16.7699	59.9937	48.6914	18.0703	20.4951	14.0331	13.7639	13.7132	17.1245	18.3647	16.1763	29.4671	21.2944	76.688	32.0444	45.6031	26.1383	20.5302	16.5044	16.8611	20.7239	32.7854	24.1323	33.6361	51.1336	16.5338	6.61795	9.99778	24.5513	6.30759	6.28811	5.83989	39.4785	76.3775	51.0488	11.053	44.5709	56.9036	7.84369	15.2386	13.7359	10.2363	28.1692	29.4046	24.2559	22.215	30.912	101.588	42.8015	69.8489	16.1715	16.6687	9.80772	35.0223	22.6304	46.4078	35.0593	32.6898	61.3864	ENSG00000125772	0.9154710077414328
ENSG00000171984.15	SHLD1	3.26046	2.60573	6.17673	2.66422	2.88751	2.8446	4.07295	2.13629	2.39332	2.26756	5.87896	5.45879	3.23809	3.45268	2.12521	2.77873	2.36672	2.10327	3.20263	2.18896	3.49072	2.03457	10.1473	4.66148	5.12997	3.16349	2.86635	3.43676	2.96172	2.45273	2.4508	2.94659	2.64352	4.84154	3.50985	1.58233	1.88043	3.40348	0.824062	1.0984	1.12161	3.908	3.3734	4.51298	3.74864	4.55707	5.23734	1.46415	1.96332	4.70242	2.05777	5.33587	5.56118	2.77166	3.20964	4.8754	10.595	7.3309	7.88197	2.57064	3.32772	2.76869	2.58464	3.13991	5.14956	4.49299	4.09163	3.8701	ENSG00000171984	0.8533870885775753
ENSG00000089199.10	CHGB	0.128949	0.232589	66.7715	0.103223	0.137049	0.08933	0.205658	18.4112	34.6347	16.7448	776.855	531.783	43.4147	78.6493	29.0699	76.9518	27.9615	12.4351	6.98059	13.3874	0.118646	0.616856	0.082626	0.141604	1.3344	3.05245	1.95246	1.20606	0.659222	1.74021	0.998818	0.169425	0.994764	6.3712	31.7438	1.33784	1.28844	7.43549	0.108947	0.069993	0.121763	0.190758	0.232738	1.12277	0.825388	0.39018	13.3947	13.8405	4.76857	1162.0	20.0919	1650.59	1.38738	0.082647	0.088051	4.1684	0.31243	3.06411	0.210048	3.0253	2.23618	2.16844	1.74927	18.2039	0.547434	0.331873	0.209367	0.087244	ENSG00000089199	0.7760235800315078
ENSG00000089195.15	TRMT6	9.22689	9.15471	11.489	8.98302	9.05278	10.7918	10.0547	4.25922	5.22214	4.83001	19.2676	17.2999	6.46012	7.62498	4.60411	6.73586	5.43441	4.13999	6.36833	4.80524	9.28624	25.9344	21.0178	10.8507	12.574	8.20518	7.11727	6.88357	5.87198	8.63411	7.93628	10.3186	8.4529	11.4993	5.57414	3.43518	4.73905	9.31718	2.92145	3.97425	4.95567	16.0673	8.83386	8.27664	10.9664	10.9688	10.5705	4.39123	4.14162	10.7531	4.63591	14.3763	9.48305	10.3965	10.7883	8.75187	15.8482	10.6492	11.5109	6.42152	7.28938	4.94302	9.85596	17.6511	9.52452	11.6188	10.03	4.65325	ENSG00000089195	0.9150305761184422
ENSG00000125885.13	MCM8	3.61214	2.48214	3.15671	3.98302	3.17022	3.82043	4.3183	0.684475	0.611291	0.849643	4.68877	4.6982	0.926541	0.8911	0.76144	0.855006	0.776748	0.709567	1.64707	0.959236	3.58577	7.30811	20.9513	4.9826	5.5182	4.49475	3.45034	2.71001	2.43315	3.45989	3.76855	3.63899	3.7986	5.00301	2.06229	1.50215	1.35582	3.20137	0.859468	0.934054	0.987996	3.07359	3.29677	3.22645	3.47705	4.02734	3.97808	1.55396	1.56851	1.42016	1.37121	2.22779	4.80361	3.53943	3.95592	4.28108	6.18359	4.0722	4.31536	2.91719	2.61005	1.69211	3.11746	16.0812	3.54695	5.58116	4.86169	0.879303	ENSG00000125885	0.848779496213982
ENSG00000088766.12	CRLS1	24.8302	39.4046	31.8096	19.3212	19.6499	16.4351	16.914	9.06438	9.41323	10.0384	17.9023	13.8612	9.61773	12.1308	8.56232	9.55679	10.3378	8.3497	9.78363	8.66308	21.6898	22.5603	20.6198	15.791	19.2604	16.8938	17.1152	20.8964	19.0296	17.943	16.6181	10.8768	16.7661	21.6155	18.8159	18.6283	16.064	21.7043	30.26	42.2097	36.2999	31.6607	32.1936	16.1857	20.7364	18.0567	22.1497	10.4545	13.2613	14.3067	13.5799	16.2031	23.6513	11.5633	11.2075	16.9358	17.6493	20.9078	13.9288	24.188	33.4111	32.3698	22.9274	23.6736	22.8158	20.2787	15.4442	3.86131	ENSG00000088766	0.9468771703962191
ENSG00000125845.7	BMP2	13.9801	17.0212	1.67497	7.14863	9.49244	7.56387	16.726	1.19715	1.18999	1.21191	0.571713	0.68264	1.25687	1.36523	1.37555	1.74296	0.965931	1.04593	1.70815	1.57596	10.2389	0.57911	0.209658	8.67022	9.78143	5.36435	14.8574	20.9484	17.1287	3.73121	5.99415	4.17213	4.96116	9.05584	3.21575	1.55872	3.20152	2.14508	1.85083	0.992917	1.43695	32.5552	25.2154	2.89975	1.66262	11.3927	3.56963	3.19181	2.74538	1.29617	2.74716	4.16704	3.39674	17.1093	14.0785	11.461	1.99419	9.09779	12.8771	10.2967	10.4804	9.29963	5.78099	1.09598	18.8293	5.2903	9.25956	0.118133	ENSG00000125845	0.8116307827825114
ENSG00000182621.18	PLCB1	2.48201	3.25019	2.951	0.75859	1.79964	2.13691	5.57788	4.7566	7.74449	9.82077	3.98425	2.65092	7.99404	16.2197	4.76291	3.67805	6.82358	8.10294	1.38809	3.26659	2.79199	0.43205	0.019168	1.89963	3.17292	8.73529	2.74199	1.19811	0.158765	4.77996	6.39834	0.872546	7.90966	3.15436	1.64993	0.496203	0.832171	4.58013	0.507908	0.268214	0.366434	1.90512	2.05213	3.38494	1.20678	4.63452	1.30854	1.21013	0.811501	1.22956	0.78029	1.70072	4.55076	0.859881	1.00548	1.02924	0.279688	0.612067	0.866001	1.83639	1.64839	0.706459	4.25693	0.828876	1.85199	3.22166	2.79753	0.263775	ENSG00000182621	0.7953348127318618
ENSG00000101333.19	PLCB4	7.17111	5.82936	0.50751	7.18183	8.22793	13.9442	10.1964	1.15018	1.63175	1.75901	42.8654	36.4876	2.74659	2.74851	1.10376	4.02683	1.10152	1.62492	1.67885	2.5398	7.89513	8.32254	0.031339	4.87745	6.89031	7.33166	8.30636	6.09223	6.85331	4.1992	14.2472	2.21945	12.6166	9.82023	4.44521	3.11506	1.38987	2.51616	0.086147	0.007937	0.03243	2.83065	5.90426	14.7695	1.23113	18.8144	2.13957	0.473036	0.359072	11.307	0.499449	11.8097	8.10317	3.58879	4.87171	4.24145	1.89103	3.00671	0.701746	6.12521	6.55779	5.62922	2.63623	3.69318	11.4425	10.4192	5.74582	0.023735	ENSG00000101333	0.7961987363000356
ENSG00000132623.16	ANKEF1	2.51568	2.42255	1.75931	0.572228	1.05757	0.496136	0.925361	0.336632	0.515823	0.500173	2.29767	1.89964	0.46692	0.685391	0.377351	1.21772	0.615534	0.275398	0.347502	0.501922	2.54505	1.34741	1.06154	1.75314	1.0028	0.499357	1.67711	2.06443	2.21943	0.434991	0.853005	3.76056	0.765011	2.14278	0.598515	0.241208	1.24362	1.78379	1.92992	2.57612	2.79129	3.01023	1.67988	3.63321	0.414088	0.796157	2.4767	4.23185	3.09861	6.9028	3.24497	4.581	2.2272	2.19686	2.14847	2.54524	2.70818	2.69903	1.25457	2.54973	2.68312	2.57282	0.613984	29.849	4.28955	0.936323	2.47818	0.180767	ENSG00000132623	0.7388918062778446
ENSG00000125863.20	MKKS	7.56025	7.35527	6.95633	9.38834	9.89191	10.2135	10.2431	7.82188	11.55	10.0371	25.5668	21.2963	14.7483	17.434	8.07996	9.97569	11.3395	8.57396	8.51809	7.91405	7.48366	6.95218	4.82837	10.7289	13.133	12.6976	9.72466	12.2057	10.0266	13.8886	10.7777	6.80245	11.127	11.5375	5.97021	4.9838	8.46313	13.4381	5.62399	8.62947	8.74307	13.557	7.55617	7.20643	6.86621	9.97013	9.55537	2.97912	3.63459	8.99356	3.86776	10.9155	11.4008	5.53212	5.33908	8.85282	7.40244	9.90011	8.04065	6.56208	8.71322	6.4918	10.8421	11.3916	11.0185	12.368	9.92002	2.06043	ENSG00000125863	0.8885707993833958
ENSG00000149346.15	SLX4IP	2.95383	2.548	3.04589	3.53482	3.78038	2.76763	3.45486	1.85573	1.84561	2.47892	3.38694	2.96613	1.87281	2.25656	1.93839	3.03426	3.2703	1.98111	3.56432	2.39145	3.17025	4.28453	7.63256	4.23614	3.72703	2.06153	3.0898	3.17046	3.76992	1.81494	1.62414	3.92109	1.55532	3.34871	1.30491	0.773281	2.18828	4.27485	2.29046	2.36136	1.90377	4.94309	3.29033	3.08574	0.486189	3.99326	3.70886	1.90795	2.74233	4.40721	2.00163	9.8502	4.96508	4.68993	4.36497	3.72588	6.90967	4.21625	4.77384	2.56697	2.56807	2.64345	1.46312	6.04354	6.35862	3.01625	4.67243	0.998427	ENSG00000149346	0.7477851371266918
ENSG00000101384.12	JAG1	86.311	50.4772	7.10451	142.212	162.997	216.517	56.0247	5.98947	5.30108	6.21925	2.62412	3.70019	5.6092	5.44439	6.45084	7.36961	6.98338	5.29623	6.95118	6.90363	59.9324	10.1371	6.77001	97.288	90.2204	33.9708	34.3438	29.5753	28.3438	21.6531	28.6952	80.331	22.1901	62.0995	18.0444	11.3342	11.7439	43.3038	3.37947	1.02328	2.51136	80.5877	50.7937	19.4983	7.42057	65.3168	37.9543	10.7459	8.86719	5.20712	9.57637	13.1302	53.0493	104.091	107.677	22.3392	7.18096	14.293	30.889	23.2103	16.8472	9.73677	22.1221	8.32653	47.364	76.4522	107.617	0.814889	ENSG00000101384	0.8930936933579523
ENSG00000132640.15	BTBD3	11.28	11.9155	18.9937	10.9689	14.2135	14.7649	25.2071	22.1056	24.2191	11.9844	113.594	89.1531	25.6025	37.613	35.172	23.5559	10.3406	12.2022	37.4459	21.4598	12.6469	13.0278	3.75498	12.6728	27.8365	17.2008	17.3127	18.2881	17.2037	16.2938	14.5305	7.97541	12.8621	26.665	8.19268	6.16479	7.78628	11.568	2.81209	3.22051	3.29006	15.9348	17.8823	15.0109	6.15954	29.0747	19.365	7.12702	7.80335	26.5373	7.33171	13.1532	23.4609	13.9797	13.9841	12.965	3.31509	10.7974	8.50625	23.0464	24.7762	19.4965	31.8343	19.8083	19.2336	26.6177	15.1079	0.589632	ENSG00000132640	0.8819982043941524
ENSG00000101230.6	ISM1	18.1662	7.76499	0.974855	21.5609	9.84984	39.3427	1.74395	0.726204	0.88652	0.832325	0.546494	0.924319	0.84931	0.890675	0.709499	1.82482	0.790625	0.973901	1.01551	1.14696	26.282	0.426843	0.059153	6.78936	3.60984	2.38583	0.987435	0.84395	0.0726775	1.50991	5.30175	7.38959	3.42028	7.81722	1.52268	0.582304	1.39301	0.815372	2.71129	3.30519	3.81625	1.97196	6.68614	19.2275	0.835832	18.2505	0.390982	1.93203	1.75558	1.44573	1.90479	3.27612	1.87849	22.9075	25.365	0.831951	0.163504	1.09979	10.1205	1.42327	1.91327	0.029021	8.38079	0.258447	81.1172	1.88321	7.84579	0.134993	ENSG00000101230	0.7766503481103789
ENSG00000089123.16	TASP1	12.7696	8.44811	5.46322	24.2948	15.6559	49.3276	9.86537	2.55926	3.81527	2.6101	7.30777	6.91365	5.53318	5.98288	2.63017	3.55229	3.81271	1.94896	2.71087	2.30248	12.4899	7.82728	10.1216	13.4351	14.0911	8.627	7.74961	7.43993	6.27385	7.70799	10.5347	6.98143	9.76579	14.4045	4.14154	2.08373	4.91726	7.58975	2.94673	3.01344	2.67016	11.7257	11.9516	10.3659	2.1994	17.7445	11.457	4.00944	4.46529	10.3978	4.01957	14.6594	10.4693	9.26447	10.2529	7.92648	9.83438	7.6809	9.01973	5.97311	6.56548	4.10228	9.86587	11.1342	14.0415	14.0072	13.3449	0.858912	ENSG00000089123	0.826114207307777
ENSG00000089048.15	ESF1	17.4367	16.0297	11.4045	15.358	16.2939	21.356	14.2975	8.68911	8.04334	9.66434	13.5941	12.3008	9.00716	10.0532	8.66247	9.96622	10.1808	8.84991	22.3637	11.3299	16.0914	33.551	32.0471	16.5252	16.4697	12.3945	10.7922	8.35419	7.50202	6.52926	12.3677	11.8319	12.4074	17.0674	6.51265	5.15394	4.74041	8.31339	5.75084	4.57438	6.35692	13.5651	12.0403	10.8077	10.1295	24.3584	20.3163	4.74577	3.68669	6.70792	4.0051	11.1109	11.8937	12.9799	13.9353	10.975	11.9944	9.98276	11.3678	8.61215	7.95922	5.12632	9.32135	25.9382	15.5	18.4819	16.1518	0.710901	ENSG00000089048	0.9103891043992344
ENSG00000101247.18	NDUFAF5	5.11113	3.97891	3.40437	4.34335	4.52449	5.60723	6.30949	3.41873	5.23609	3.97536	12.4643	10.6359	5.80098	7.54769	3.71539	4.45952	4.92588	3.57725	3.9385	3.45016	5.31941	4.23435	4.96014	5.64537	6.22729	6.80917	4.861	5.16078	4.61346	6.61137	5.69029	3.34979	6.32185	6.9653	5.13926	4.87762	3.44111	4.77783	2.32806	2.91482	2.98319	4.91631	5.15859	3.79706	5.35223	7.15709	4.50958	1.38676	1.96869	3.40631	1.53812	5.58435	6.47503	5.97028	6.17616	4.44439	7.63621	5.40886	4.27527	3.6358	4.21094	3.52957	5.34466	8.2191	4.875	6.61027	5.43636	0.763682	ENSG00000101247	0.873765520979791
ENSG00000172264.18	MACROD2	0.614206	0.622827	0.842097	0.474478	0.766925	2.695	1.26601	1.86375	2.39978	3.44581	3.19951	2.48034	2.25707	3.19672	1.29407	2.0855	6.20832	2.5392	2.11686	1.34982	0.732855	0.0935505	9.70175	1.49328	1.91242	1.00803	0.539237	0.394561	0.213887	0.848264	0.626476	0.343109	0.602866	1.71489	0.236616	0.175256	0.730601	0.826732	0.249759	0.219199	0.201962	1.32427	3.61489	0.583798	0.345194	1.4629	1.50526	0.218428	0.146224	0.703754	0.155771	1.85206	1.61427	1.29057	1.40391	0.379892	0.4953	0.32504	0.586754	0.558714	0.577369	0.349127	1.04174	2.83193	0.898675	1.58674	1.16111	0.061388	ENSG00000172264	0.7284230853929158
ENSG00000125848.10	FLRT3	0.111368	3.78006	0.346052	0.197727	0.47901	0.192516	2.86227	1.29365	2.36809	0.930877	13.5143	10.7386	3.82193	5.65916	1.90148	2.10316	1.15197	0.701822	1.31324	0.888872	0.574743	1.33155	0.059162	1.88735	0.759048	2.38842	1.34208	1.434	0.911157	2.37954	0.767387	1.59347	0.576533	1.56939	0.217147	0.05625	8.65968	11.4151	3.17176	5.64971	5.48254	9.84655	15.1757	0.575454	0.625896	9.1846	4.4135	0.613314	0.748863	1.15991	0.615318	1.54721	9.87078	4.57165	4.25113	1.04196	0.021481	0.778441	0.118764	6.2871	7.74781	8.06203	1.35227	1.48144	3.67908	1.40588	3.03003	0.0	ENSG00000125848	0.7615401555062423
ENSG00000089177.19	KIF16B	7.90021	6.309	15.5585	8.18609	7.83808	9.77381	8.58734	2.95772	2.66124	3.29578	2.74497	2.90552	3.04615	3.32535	2.85616	2.95876	3.36421	2.86018	6.58447	3.77906	8.70732	6.3996	3.78335	7.34896	7.1968	8.00044	10.5429	15.7863	14.2312	5.21564	6.12738	7.74028	6.52569	6.64372	3.5154	2.45378	4.7489	8.36981	3.04566	3.41625	4.35525	5.66779	7.20127	6.29679	5.92102	12.8637	12.5613	2.26517	1.78199	3.38688	1.7883	6.33237	6.35468	10.48	10.8186	9.41092	3.50263	9.51839	5.27559	4.8395	4.18045	2.78854	4.48517	5.22288	9.81287	7.52207	8.34004	0.659238	ENSG00000089177	0.8797960462791997
ENSG00000125870.11	SNRPB2	31.8185	30.9889	24.0516	35.1329	34.6683	37.333	27.5905	15.5296	16.792	16.9418	25.5706	20.3331	16.0881	21.1462	16.0083	20.7257	19.4468	14.4345	24.1145	16.8824	31.8392	63.4272	75.0872	29.4395	38.6892	32.5445	25.4561	24.7708	19.2693	28.3407	30.783	20.7155	30.257	38.8235	14.2844	11.3181	20.4777	25.216	10.645	11.9009	15.1217	31.0619	31.2402	18.5879	16.1887	43.6791	41.3028	8.32431	8.33471	17.6113	9.5913	29.5348	24.0406	19.3547	19.6231	26.9362	40.7165	33.3113	35.5568	20.0496	22.9282	16.2225	33.918	29.5797	32.2921	40.3473	27.7612	10.7278	ENSG00000125870	0.9357139227211898
ENSG00000125844.17	RRBP1	76.0214	81.8821	77.85	108.605	81.9233	57.6429	80.9382	14.7729	11.7086	16.5019	19.8108	20.7817	14.1516	14.1173	17.8388	17.7535	13.0059	17.6678	49.3762	23.4098	79.353	244.238	46.3217	94.233	122.383	57.1175	111.811	133.796	138.556	45.7148	59.5648	76.3488	57.2177	106.66	40.3055	18.4873	45.8695	79.9117	116.367	92.8844	120.221	134.746	133.133	167.791	11.791	99.2965	78.4469	221.207	192.855	95.4676	206.602	100.118	109.012	50.0151	56.0987	98.8763	37.6324	80.7803	84.6873	103.459	98.8583	85.4843	47.9161	91.1418	199.397	98.2472	85.8127	22.3	ENSG00000125844	0.919045279758779
